Sno,Test Name,Ques Type,Question,Option,Subject Name,Topic Name,Sub-Topic Name,Grade Level,Course Name,Country Name,Class(Grade)
365,Alfa Maths Pre Test Grade 1,Multiple Choice,"Choose the correct option.
There are _________ rays in an angle.",Op1:2 Op2:1 Op3:3 Op4:4 ,Mathematics,Angles,,,Alfa Maths Pre Test Grade 1 (Maldives),Maldives,Grade1
367,Alfa Maths Pre Test Grade 1,Multiple Choice,"Some children were asked about their favourite ice cream flavours. Look at the graph and answer the question.
Which ice cream is liked the most?",Op1:Mango Flavour Op2:Vanilla Flavour Op3:Strawberry Flavour Op4:Chocolate Flavour ,Mathematics,Handling Data,,,Alfa Maths Pre Test Grade 1 (Maldives),Maldives,Grade1
369,Alfa Maths Pre Test Grade 1,Multiple Choice,Observe the pattern and tell the next.,Op1:1 balloon Op2:2 balloon Op3:3 balloon Op4:4 balloon ,Mathematics,Sequences,,,Alfa Maths Pre Test Grade 1 (Maldives),Maldives,Grade1
371,Alfa Maths Pre Test Grade 1,Multiple Choice,Solve the puzzles,Op1:10 Op2:7 Op3:3 Op4:5 ,Mathematics,Puzzles and Problems,,,Alfa Maths Pre Test Grade 1 (Maldives),Maldives,Grade1
373,Alfa Maths Pre Test Grade 1,Multiple Choice,Select the correct path for honey bee.,"Op1:The honey bee flies
i.&nbsp; 2 blocks down
ii.&nbsp;3 block left
iii.1 blocks up Op2:The honey bee flies
i.&nbsp;&nbsp;3 blocks down
ii.&nbsp;2 block left
iii.1&nbsp;blocks up Op3:The honey bee flies
i.&nbsp;&nbsp;3 blocks down
ii.&nbsp;3&nbsp;block left
iii.&nbsp;2 blocks up Op4:The honey bee flies
i.&nbsp;&nbsp;2 blocks down
ii.&nbsp;2 block left
iii.&nbsp;2 blocks up ",Mathematics,Positions & Directions,,,Alfa Maths Pre Test Grade 1 (Maldives),Maldives,Grade1
375,Alfa English Post Test Grade 3,Drag the Images,Drag and Drop,Op1:a Op2:d Op3:u Op4:b ,English,Identification and matching,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
377,Alfa English Post Test Grade 3,Multiple Choice,"Select the words you can make with the given letters:
b,   r,   t,   a,   g","Op1:tab, rat, bag, tag Op2:tab, rat, bus, tag Op3:tab, rat, bus, box Op4:bus, box, bag, tag ",English,Word Building,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
379,Alfa English Post Test Grade 3,Drag the Images,Drag and Match the word with picture.,Op1:fan Op2:bun Op3:ten Op4:cup ,English,Identification and matching,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
381,Alfa English Post Test Grade 3,Drag the Words,"Unscramble and Drag the correct word in the box.
tod     ##dot##
tam    ##mat##
mpo   ##mop##
nep    ##pen##
nam   ##man##",Op1:mat Op2:man Op3:mop Op4:pen Op5:dot ,English,Unscrambling the Letters,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
383,Alfa English Post Test Grade 3,Drag the Words,"Read and match the rhyming words

cub     ##tub##
rug     ##pug##
nut     ##cut##
gum     ##sum##
fun      ##run##",Op1:run Op2:sum Op3:tub Op4:pug Op5:cut ,English,Rhyming Words,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
385,Alfa English Post Test Grade 3,Drag the Words,"Unscramble and Drag the correct word in the box.

bac     ##cab##
amc    ##cam##
otc     ##cot##
acz     ##zac##
agr     ##rag##",Op1:cot Op2:cam Op3:cab Op4:rag Op5:zac ,English,Word Building,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
387,Alfa English Post Test Grade 3,Drag the Words,"Fill the two letters to write coorrect words for the given picture:

##bi## n
##si## x
##wi## g
##pi## t
##li## d",Op1:pi Op2:bi Op3:si Op4:li Op5:wi ,English,Identification and matching,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
389,Alfa English Post Test Grade 3,Multiple Choice,Tick the correct word:,Op1:hot Op2:pot Op3:cot ,English,Identification and matching,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
391,Alfa English Post Test Grade 3,Multiple Choice,Tick the correct word:,Op1:nod Op2:rod Op3:pod ,English,Identification and matching,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
393,Alfa English Post Test Grade 3,Multiple Choice,Tick the correct word:,Op1:log Op2:dog Op3:fog ,English,Identification and matching,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
395,Alfa English Post Test Grade 3,Drag the Words,"Drag the first two sounds to make a word according to the picture sequence.

##ha## t
##he## n
##ho## t
##hi## t
##hu## t",Op1:hi Op2:ho Op3:ha Op4:he Op5:hu ,English,Identification and matching,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
397,Alfa English Post Test Grade 3,Drag the Images,Drag and Match picture with the last word.,Op1:The Queen has a cat. Op2:The Queen has a rat. Op3:The Queen has a dog. Op4:The Queen has a cow. ,English,Identification of Pictures,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
399,Alfa English Post Test Grade 3,Drag the Words,"Arrange the given words in alphabetical order.

van     ##fan##
yak     ##jam##
fan     ##mat##
jam     ##van##
mat     ##yak##

",Op1:van Op2:yak Op3:mat Op4:jam Op5:fan ,English,Identification of Pictures,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
401,Alfa English Post Test Grade 3,Drag the Words,"Drag the correct describing word for the given noun.

##hot## pot
##yum## jam
##bad## fox
##cute## baby",Op1:cute Op2:bad Op3:yum Op4:hot ,English,Describing Words,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
403,Alfa English Post Test Grade 3,Multiple Choice,Fill This/That,Op1:This Op2:That ,English,Sentences,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
405,Alfa English Post Test Grade 3,Multiple Choice,Fill This/That,Op1:This Op2:That ,English,Sentences,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
407,Alfa English Post Test Grade 3,Multiple Choice,Fill This/That,Op1:This Op2:That ,English,Sentences,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
409,Alfa English Post Test Grade 3,Multiple Choice,Fill This/That,Op1:This Op2:That ,English,Sentences,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
411,Alfa English Post Test Grade 3,Multiple Choice,"Choose the correct picture.

He is a __________.",Op1:A Op2:B ,English,Sentences,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
413,Alfa English Post Test Grade 3,Multiple Choice,"Choose the correct picture.

It is a ___________.",Op1:A Op2:B ,English,Sentences,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
415,Alfa English Post Test Grade 3,Multiple Choice,"Choose the correct picture.

She is a _________.",Op1:A Op2:B ,English,Sentences,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
417,Alfa English Post Test Grade 3,Multiple Choice,Tick the correct statement for the given picture.,Op1:I wear a jacket. Op2:I do not wear a jacket. ,English,Sentences,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
419,Alfa English Post Test Grade 3,Multiple Choice,Tick the correct statement for the given picture.,Op1:I write a letter. Op2:I do not write a letter. ,English,Sentences,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
421,Alfa English Post Test Grade 3,Multiple Choice,Tick the correct statement for the given picture.,Op1:A man had an axe. Op2:A man had a rat. ,English,Sentences,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
423,Alfa English Post Test Grade 3,Multiple Choice,Tick the correct statement for the given picture.,Op1:A ram ran. Op2:A boy ran. ,English,Sentences,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
425,Alfa English Post Test Grade 3,Multiple Choice,Tick the S(z) sound word.,Op1:was Op2:had Op3:are Op4:have ,English,Sounds,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
427,Alfa English Post Test Grade 3,Multiple Choice,"Tick ""a"" sound word.",Op1:Ted Op2:Red Op3:Cat Op4:Hen ,English,Sound words,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
429,Alfa English Post Test Grade 3,Drag the Images,Drag and match the correct picture with the sentence.,Op1:A cat is on mat. Op2:Bob is sad. Op3:Mother will mop. Op4:A man has a rod. ,English,Sentences,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
431,Alfa English Post Test Grade 3,Multiple Choice,Fill these / those.,Op1:These Op2:Those ,English,Determiners,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
433,Alfa English Post Test Grade 3,Multiple Choice,Fill these / those.,Op1:These Op2:Those ,English,Determiners,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
435,Alfa English Post Test Grade 3,Multiple Choice,"Tick the ""sh"" sound word",Op1:sand Op2:ship Op3:sunday ,English,Sound words,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
437,Alfa English Post Test Grade 3,Multiple Choice,"Tick the ""ch"" sound word",Op1:Cherry Op2:Close Op3:Camel ,English,Sound words,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
439,Alfa English Post Test Grade 3,Multiple Choice,"Tick the ""th"" sound word",Op1:tree Op2:thin Op3:toe ,English,Sound words,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
441,Alfa English Post Test Grade 3,Multiple Choice,"Tick the ""ng"" sound word",Op1:knight Op2:thin Op3:king ,English,Sound words,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
443,Alfa English Post Test Grade 3,Multiple Choice,"Tick the ""ck"" sound word",Op1:danger Op2:train Op3:truck ,English,Sound words,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
445,Alfa English Post Test Grade 3,Drag the Words,"Unscramble and drag the correct word on the line.

etag      ##gate##
mealf     ##flame##
etals     ##slate##
akens     ##snake##
alehw     ##whale##",Op1:whale Op2:slate Op3:flame Op4:gate Op5:snake ,English,Word Building,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
447,Alfa English Post Test Grade 3,Multiple Choice,"Tick ""i__e"" sound word.",Op1:bike Op2:have Op3:four ,English,Sound words,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
449,Alfa English Post Test Grade 3,Multiple Choice,"Tick ""i__e"" sound word.",Op1:broke Op2:hive Op3:seven ,English,Sound words,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
451,Alfa English Post Test Grade 3,Multiple Choice,"Tick ""o__e"" sound word.",Op1:bunny Op2:hole Op3:nest ,English,Sound words,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
453,Alfa English Post Test Grade 3,Multiple Choice,"Tick ""o__e"" sound word.",Op1:band Op2:hand Op3:nose ,English,Sound words,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
455,Alfa English Post Test Grade 3,Drag the Words,"Unscramble and drag the correct word on the line.

ubec      ##cube##
utec     ##cute##
uked     ##duke##
enud     ##dune##
etum     ##mute##",Op1:duke Op2:cute Op3:dune Op4:cube Op5:mute ,English,Word Building,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
457,Alfa English Post Test Grade 3,Drag the Images,Drag and Match picture with the word.,Op1:wood Op2:foot Op3:wool Op4:hook ,English,Word Building,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
459,Alfa English Post Test Grade 3,Drag the Words,"Drag the correct word and complete the story.

When Red made ##cookies## nice and hot for Nan in the ##woods##. She ##stood## by Nan's giant ##foot##. ""You don't look ##good## !"" said Red. She saw a wolf down by the ##brook## and ran off in her ##hood##. Red ##understand## it was the wolf, and not her Nan inside.",Op1:good Op2:understand Op3:brook Op4:hood Op5:cookies Op6:foot Op7:stood Op8:woods ,English,Story,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
461,Alfa English Post Test Grade 3,Drag the Words,"Drag the letter from the bubble and make a new word.

he ##el##
je ##ep##
qu ##een##",Op1:ep Op2:el Op3:een ,English,Sound words,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
463,Alfa English Post Test Grade 3,Drag the Words,"Choose the correct double consonants and drag to make a word.

be ##ll##
che ##ss##
cli ##ff##
Ca ##rr## y",Op1:ll Op2:ff Op3:rr Op4:ss ,English,Double Consonant,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
465,Alfa English Post Test Grade 3,Multiple Choice,Tick the correct Preposition.,Op1:on Op2:below Op3:next to Op4:in ,English,Prepositions,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
467,Alfa English Post Test Grade 3,Multiple Choice,Tick the correct Preposition.,Op1:on Op2:below Op3:next to Op4:in ,English,Prepositions,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
469,Alfa English Post Test Grade 3,Multiple Choice,Tick the correct Preposition.,Op1:behind Op2:under Op3:next to Op4:in ,English,Prepositions,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
471,Alfa English Post Test Grade 3,Drag the Words,"Drag the correct word and complete your self introduction.

My name is ##Sarah##.
I am ##6## years old. 
I live in the ##Maldives##.
I like pink and ##yellow##.
I love to play ##cricket##.
I want to be a ##teacher##.",Op1:cricket Op2:yellow Op3:teacher Op4:6 Op5:Maldives Op6:Sarah ,English,Self Introduction,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
473,Alfa English Post Test Grade 3,Drag the Images,Drag and match the right word with the picture.,Op1:Teacher Op2:Plumber Op3:Doctor Op4:Gardener ,English,Matching the Word with Picture,,,Alfa English Post Test Grade 3 (Maldives),Maldives,Grade3
475,Alfa English Pre Test Grade 3,Multiple Choice,Select the correct letter for the given picture.,Op1:I don't know Op2:a Op3:d Op4:b Op5:c ,English,Identification and matching,,,Alfa English Pre Test Grade 3 (Maldives),Maldives,Grade3
477,Alfa English Pre Test Grade 3,Multiple Choice,Select the correct letter for the given picture.,Op1:I don&#39;t know Op2:a Op3:d Op4:b Op5:e ,English,Identification and matching,,,Alfa English Pre Test Grade 3 (Maldives),Maldives,Grade3
479,Alfa English Pre Test Grade 3,Multiple Choice,Select the correct word for given picture.,Op1:I don't know Op2:bag Op3:bun Op4:cup Op5:fan ,English,Identification and matching,,,Alfa English Pre Test Grade 3 (Maldives),Maldives,Grade3
481,Alfa English Pre Test Grade 3,Multiple Choice,Select the right word fot the given picture.,Op1:I don't know Op2:Plumber Op3:Doctor Op4:Teacher ,English,Identification and matching,,,Alfa English Pre Test Grade 3 (Maldives),Maldives,Grade3
483,Alfa English Pre Test Grade 3,Multiple Choice,Select the right word fot the given picture.,Op1:I don't know Op2:Plumber Op3:Doctor Op4:Teacher ,English,Identification and matching,,,Alfa English Pre Test Grade 3 (Maldives),Maldives,Grade3
485,Alfa English Pre Test Grade 3,Multiple Choice,Select the correct word for given picture,Op1:I don't know Op2:wood Op3:foot Op4:hood Op5:hook ,English,Word Building,,,Alfa English Pre Test Grade 3 (Maldives),Maldives,Grade3
487,Alfa English Pre Test Grade 3,Multiple Choice,Select the correct word for given picture,Op1:I don't know Op2:wood Op3:foot Op4:hood Op5:wool ,English,Word Building,,,Alfa English Pre Test Grade 3 (Maldives),Maldives,Grade3
489,Alfa English Pre Test Grade 3,Multiple Choice,"Select the correct picture for the given sentence.
Bob is sad.",Op1:I don&#39;t know Op2:A Op3:B Op4:C Op5:D ,English,Sentences,,,Alfa English Pre Test Grade 3 (Maldives),Maldives,Grade3
491,Alfa English Pre Test Grade 3,Multiple Choice,"Select the correct picture for the given sentence.
Pot is hot.
",Op1:I don&#39;t know Op2:A Op3:B Op4:C Op5:D ,English,Sentences,,,Alfa English Pre Test Grade 3 (Maldives),Maldives,Grade3
493,Alfa English Post Test Grade 2,Drag the Images,Drag and Drop,Op1:a Op2:d Op3:u Op4:b ,English,Identification and matching,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
495,Alfa English Post Test Grade 2,Multiple Choice,"Select the words you can make with the given letters:
b,   r,   t,   a,   g","Op1:tab, rat, bag, tag Op2:tab, rat, bus, tag Op3:tab, rat, bus, box Op4:bus, box, bag, tag ",English,Word Building,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
497,Alfa English Post Test Grade 2,Drag the Images,Drag and Match the word with picture.,Op1:fan Op2:bun Op3:ten Op4:cup ,English,Identification and matching,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
499,Alfa English Post Test Grade 2,Drag the Words,"Unscramble and Drag the correct word in the box.
tod     ##dot##
tam    ##mat##
mpo   ##mop##
nep    ##pen##
nam   ##man##",Op1:mat Op2:man Op3:mop Op4:pen Op5:dot ,English,Unscrambling the Letters,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
501,Alfa English Post Test Grade 2,Drag the Words,"Read and match the rhyming words

cub     ##tub##
rug     ##pug##
nut     ##cut##
gum     ##sum##
fun      ##run##",Op1:run Op2:sum Op3:tub Op4:pug Op5:cut ,English,Rhyming Words,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
503,Alfa English Post Test Grade 2,Drag the Words,"Unscramble and Drag the correct word in the box.

bac     ##cab##
amc    ##cam##
otc     ##cot##
acz     ##zac##
agr     ##rag##",Op1:cot Op2:cam Op3:cab Op4:rag Op5:zac ,English,Word Building,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
505,Alfa English Post Test Grade 2,Drag the Words,"Fill the two letters to write coorrect words for the given picture:

##bi## n
##si## x
##wi## g
##pi## t
##li## d",Op1:pi Op2:bi Op3:si Op4:li Op5:wi ,English,Identification and matching,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
507,Alfa English Post Test Grade 2,Multiple Choice,Tick the correct word:,Op1:hot Op2:pot Op3:cot ,English,Identification and matching,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
509,Alfa English Post Test Grade 2,Multiple Choice,Tick the correct word:,Op1:nod Op2:rod Op3:pod ,English,Identification and matching,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
511,Alfa English Post Test Grade 2,Multiple Choice,Tick the correct word:,Op1:log Op2:dog Op3:fog ,English,Identification and matching,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
513,Alfa English Post Test Grade 2,Drag the Words,"Drag the first two sounds to make a word according to the picture sequence.

##ha## t
##he## n
##ho## t
##hi## t
##hu## t",Op1:hi Op2:ho Op3:ha Op4:he Op5:hu ,English,Identification and matching,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
515,Alfa English Post Test Grade 2,Drag the Images,Drag and Match picture with the last word.,Op1:The Queen has a cat. Op2:The Queen has a rat. Op3:The Queen has a dog. Op4:The Queen has a cow. ,English,Identification of Pictures,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
517,Alfa English Post Test Grade 2,Drag the Words,"Arrange the given words in alphabetical order.

van     ##fan##
yak     ##jam##
fan     ##mat##
jam     ##van##
mat     ##yak##

",Op1:van Op2:yak Op3:mat Op4:jam Op5:fan ,English,Identification of Pictures,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
519,Alfa English Post Test Grade 2,Drag the Words,"Drag the correct describing word for the given noun.

##hot## pot
##yum## jam
##bad## fox
##cute## baby",Op1:cute Op2:bad Op3:yum Op4:hot ,English,Describing Words,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
521,Alfa English Post Test Grade 2,Multiple Choice,Fill This/That,Op1:This Op2:That ,English,Sentences,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
523,Alfa English Post Test Grade 2,Multiple Choice,Fill This/That,Op1:This Op2:That ,English,Sentences,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
525,Alfa English Post Test Grade 2,Multiple Choice,Fill This/That,Op1:This Op2:That ,English,Sentences,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
527,Alfa English Post Test Grade 2,Multiple Choice,Fill This/That,Op1:This Op2:That ,English,Sentences,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
529,Alfa English Post Test Grade 2,Multiple Choice,"Choose the correct picture.

He is a __________.",Op1:A Op2:B ,English,Sentences,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
531,Alfa English Post Test Grade 2,Multiple Choice,"Choose the correct picture.

It is a ___________.",Op1:A Op2:B ,English,Sentences,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
533,Alfa English Post Test Grade 2,Multiple Choice,"Choose the correct picture.

She is a _________.",Op1:A Op2:B ,English,Sentences,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
535,Alfa English Post Test Grade 2,Multiple Choice,Tick the correct statement for the given picture.,Op1:I wear a jacket. Op2:I do not wear a jacket. ,English,Sentences,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
537,Alfa English Post Test Grade 2,Multiple Choice,Tick the correct statement for the given picture.,Op1:I write a letter. Op2:I do not write a letter. ,English,Sentences,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
539,Alfa English Post Test Grade 2,Multiple Choice,Tick the correct statement for the given picture.,Op1:A man had an axe. Op2:A man had a rat. ,English,Sentences,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
541,Alfa English Post Test Grade 2,Multiple Choice,Tick the correct statement for the given picture.,Op1:A ram ran. Op2:A boy ran. ,English,Sentences,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
543,Alfa English Post Test Grade 2,Multiple Choice,Tick the S(z) sound word.,Op1:was Op2:had Op3:are Op4:have ,English,Sounds,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
545,Alfa English Post Test Grade 2,Multiple Choice,"Tick ""a"" sound word.",Op1:Ted Op2:Red Op3:Cat Op4:Hen ,English,Sound words,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
547,Alfa English Post Test Grade 2,Drag the Images,Drag and match the correct picture with the sentence.,Op1:A cat is on mat. Op2:Bob is sad. Op3:Mother will mop. Op4:A man has a rod. ,English,Sentences,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
549,Alfa English Post Test Grade 2,Multiple Choice,Fill these / those.,Op1:These Op2:Those ,English,Determiners,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
551,Alfa English Post Test Grade 2,Multiple Choice,Fill these / those.,Op1:These Op2:Those ,English,Determiners,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
553,Alfa English Post Test Grade 2,Multiple Choice,"Tick the ""sh"" sound word",Op1:sand Op2:ship Op3:sunday ,English,Sound words,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
555,Alfa English Post Test Grade 2,Multiple Choice,"Tick the ""ch"" sound word",Op1:Cherry Op2:Close Op3:Camel ,English,Sound words,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
557,Alfa English Post Test Grade 2,Multiple Choice,"Tick the ""th"" sound word",Op1:tree Op2:thin Op3:toe ,English,Sound words,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
559,Alfa English Post Test Grade 2,Multiple Choice,"Tick the ""ng"" sound word",Op1:knight Op2:thin Op3:king ,English,Sound words,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
561,Alfa English Post Test Grade 2,Multiple Choice,"Tick the ""ck"" sound word",Op1:danger Op2:train Op3:truck ,English,Sound words,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
563,Alfa English Post Test Grade 2,Drag the Words,"Unscramble and drag the correct word on the line.

etag      ##gate##
mealf     ##flame##
etals     ##slate##
akens     ##snake##
alehw     ##whale##",Op1:whale Op2:slate Op3:flame Op4:gate Op5:snake ,English,Word Building,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
565,Alfa English Post Test Grade 2,Multiple Choice,"Tick ""i__e"" sound word.",Op1:bike Op2:have Op3:four ,English,Sound words,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
567,Alfa English Post Test Grade 2,Multiple Choice,"Tick ""i__e"" sound word.",Op1:broke Op2:hive Op3:seven ,English,Sound words,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
569,Alfa English Post Test Grade 2,Multiple Choice,"Tick ""o__e"" sound word.",Op1:bunny Op2:hole Op3:nest ,English,Sound words,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
571,Alfa English Post Test Grade 2,Multiple Choice,"Tick ""o__e"" sound word.",Op1:band Op2:hand Op3:nose ,English,Sound words,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
573,Alfa English Post Test Grade 2,Drag the Words,"Unscramble and drag the correct word on the line.

ubec      ##cube##
utec     ##cute##
uked     ##duke##
enud     ##dune##
etum     ##mute##",Op1:duke Op2:cute Op3:dune Op4:cube Op5:mute ,English,Word Building,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
575,Alfa English Post Test Grade 2,Drag the Images,Drag and Match picture with the word.,Op1:wood Op2:foot Op3:wool Op4:hook ,English,Word Building,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
577,Alfa English Post Test Grade 2,Drag the Words,"Drag the correct word and complete the story.

When Red made ##cookies## nice and hot for Nan in the ##woods##. She ##stood## by Nan's giant ##foot##. ""You don't look ##good## !"" said Red. She saw a wolf down by the ##brook## and ran off in her ##hood##. Red ##understand## it was the wolf, and not her Nan inside.",Op1:good Op2:understand Op3:brook Op4:hood Op5:cookies Op6:foot Op7:stood Op8:woods ,English,Story,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
579,Alfa English Post Test Grade 2,Drag the Words,"Drag the letter from the bubble and make a new word.

he ##el##
je ##ep##
qu ##een##",Op1:ep Op2:el Op3:een ,English,Sound words,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
581,Alfa English Post Test Grade 2,Drag the Words,"Choose the correct double consonants and drag to make a word.

be ##ll##
che ##ss##
cli ##ff##
Ca ##rr## y",Op1:ll Op2:ff Op3:rr Op4:ss ,English,Double Consonant,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
583,Alfa English Post Test Grade 2,Multiple Choice,Tick the correct Preposition.,Op1:on Op2:below Op3:next to Op4:in ,English,Prepositions,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
585,Alfa English Post Test Grade 2,Multiple Choice,Tick the correct Preposition.,Op1:on Op2:below Op3:next to Op4:in ,English,Prepositions,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
587,Alfa English Post Test Grade 2,Multiple Choice,Tick the correct Preposition.,Op1:behind Op2:under Op3:next to Op4:in ,English,Prepositions,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
589,Alfa English Post Test Grade 2,Drag the Words,"Drag the correct word and complete your self introduction.

My name is ##Sarah##.
I am ##6## years old. 
I live in the ##Maldives##.
I like pink and ##yellow##.
I love to play ##cricket##.
I want to be a ##teacher##.",Op1:cricket Op2:yellow Op3:teacher Op4:6 Op5:Maldives Op6:Sarah ,English,Self Introduction,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
591,Alfa English Post Test Grade 2,Drag the Images,Drag and match the right word with the picture.,Op1:Teacher Op2:Plumber Op3:Doctor Op4:Gardener ,English,Matching the Word with Picture,,,Alfa English Post Test Grade 2 (Maldives),Maldives,Grade2
593,Alfa English Post Test Grade 1,Drag the Images,Drag and Drop,Op1:a Op2:d Op3:u Op4:b ,English,Identification and matching,,,Alfa English Post Test Grade 1 (Maldives),Maldives,Grade1
595,Alfa English Post Test Grade 1,Multiple Choice,"Select the words you can make with the given letters:
b,   r,   t,   a,   g","Op1:tab, rat, bag, tag Op2:tab, rat, bus, tag Op3:tab, rat, bus, box Op4:bus, box, bag, tag ",English,Word Building,,,Alfa English Post Test Grade 1 (Maldives),Maldives,Grade1
